Date,Product_Category,Units_Sold,Revenue
2023-02-06,Pain Relievers,431,5433.140616165814
2023-02-07,Pain Relievers,491,8507.784921601171
2023-02-08,Pain Relievers,782,11646.061316156234
2023-02-09,Pain Relievers,521,8015.784979033169
2023-02-10,Pain Relievers,702,6290.572698824859
2023-02-11,Pain Relievers,620,6117.9597416306815
2023-02-12,Pain Relievers,666,6022.423504299803
2023-02-13,Pain Relievers,671,5556.372644824138
2023-02-14,Pain Relievers,486,6769.760808611395
2023-02-15,Pain Relievers,701,12074.09124560377
2023-02-16,Pain Relievers,452,7535.011148520749
2023-02-17,Pain Relievers,516,3264.0994896601746
2023-02-18,Pain Relievers,669,10358.951493870914
2023-02-19,Pain Relievers,478,2613.338995328614
2023-02-20,Pain Relievers,364,3237.287413041769
2023-02-21,Pain Relievers,641,3579.786168156769
2023-02-22,Pain Relievers,412,6181.1168782689665
2023-02-23,Pain Relievers,681,12477.127299961176
2023-02-24,Pain Relievers,563,5562.079272064961
2023-02-25,Pain Relievers,640,5590.483866647263
2023-02-26,Pain Relievers,637,8695.391421085862
2023-02-27,Pain Relievers,690,12330.540854924822
2023-02-28,Pain Relievers,673,13436.05766227477
2023-03-01,Pain Relievers,398,2123.882558297469
2023-03-02,Pain Relievers,475,4943.041143383089
2023-03-03,Pain Relievers,533,5165.66002373678
2023-03-04,Pain Relievers,643,9526.128642977283
2023-03-05,Pain Relievers,562,9236.211124543093
2023-03-06,Pain Relievers,632,3529.13239819907
2023-03-07,Pain Relievers,538,7236.600480251006
2023-03-08,Pain Relievers,609,8750.849329526245
2023-03-09,Pain Relievers,524,7186.26998592109
2023-03-10,Pain Relievers,604,11995.553163015838
2023-03-11,Pain Relievers,464,7243.483120229177
2023-03-12,Pain Relievers,656,7110.027841447199
2023-03-13,Pain Relievers,549,10388.579577968389
2023-03-14,Pain Relievers,360,6817.353408083499
2023-03-15,Pain Relievers,536,4381.552624501684
2023-03-16,Pain Relievers,289,5761.060859677659
2023-03-17,Pain Relievers,562,7810.323786502717
2023-03-18,Pain Relievers,588,3410.529333442078
2023-03-19,Pain Relievers,695,10538.267074737412
2023-03-20,Pain Relievers,449,4757.9808350747535
2023-03-21,Pain Relievers,696,10758.097813510489
2023-03-22,Pain Relievers,500,7364.792175766117
2023-03-23,Pain Relievers,425,6179.119583520282
2023-03-24,Pain Relievers,451,6309.278815683297
2023-03-25,Pain Relievers,556,6576.134411058695
2023-03-26,Pain Relievers,412,6186.760456107485
2023-03-27,Pain Relievers,466,2463.822627297888
2023-03-28,Pain Relievers,534,8910.611717030251
2023-03-29,Pain Relievers,655,11509.872629263415
2023-03-30,Pain Relievers,585,9969.665953084992
2023-03-31,Pain Relievers,504,6213.026982908885
2023-04-01,Pain Relievers,555,6120.710939090328
2023-04-02,Pain Relievers,524,4797.318441202193
2023-04-03,Pain Relievers,384,7226.73127034674
2023-04-04,Pain Relievers,675,6968.612191379726
2023-04-05,Pain Relievers,657,3797.3550637403073
2023-04-06,Pain Relievers,492,3084.092490357615
2023-04-07,Pain Relievers,454,6402.627767228348
2023-04-08,Pain Relievers,386,6926.751653567869
2023-04-09,Pain Relievers,562,10279.767659690344
2023-04-10,Pain Relievers,562,5225.359797455647
2023-04-11,Pain Relievers,419,7139.594363138163
2023-04-12,Pain Relievers,525,10290.388125922966
2023-04-13,Pain Relievers,582,6969.533088005714
2023-04-14,Pain Relievers,448,8794.305856979354
2023-04-15,Pain Relievers,480,8282.212132357225
2023-04-16,Pain Relievers,479,2905.385677781155
2023-04-17,Pain Relievers,425,3468.8060223814327
2023-04-18,Pain Relievers,482,4351.704470689836
2023-04-19,Pain Relievers,345,2247.5617027819135
2023-04-20,Pain Relievers,474,9288.57603315644
2023-04-21,Pain Relievers,475,7784.959111794124
2023-04-22,Pain Relievers,493,4523.534921895345
2023-04-23,Pain Relievers,547,9284.995683101377
2023-04-24,Pain Relievers,379,3216.7965657015206
2023-04-25,Pain Relievers,395,2743.3479459785945
2023-04-26,Pain Relievers,423,6391.49325068466
2023-04-27,Pain Relievers,370,2197.2348743179564
2023-04-28,Pain Relievers,559,4026.9403292499182
2023-04-29,Pain Relievers,444,4502.016675839994
2023-04-30,Pain Relievers,496,4730.00116391231
2023-05-01,Pain Relievers,415,5582.217068911992
2023-05-02,Pain Relievers,464,6361.6656284978235
2023-05-03,Pain Relievers,530,6668.794645099419
2023-05-04,Pain Relievers,534,4861.859747064781
2023-05-05,Pain Relievers,399,4914.688396485915
2023-05-06,Pain Relievers,491,4712.1034421353725
2023-05-07,Pain Relievers,416,7211.658757796611
2023-05-08,Pain Relievers,488,5795.718024642126
2023-05-09,Pain Relievers,436,6921.539738996236
2023-05-10,Pain Relievers,683,11375.869931502242
2023-05-11,Pain Relievers,581,10419.098915431116
2023-05-12,Pain Relievers,539,9487.273814180931
2023-05-13,Pain Relievers,307,6091.4224580940845
2023-05-14,Pain Relievers,472,3741.778941908045
2023-05-15,Pain Relievers,584,7207.078627681717
2023-05-16,Pain Relievers,494,6050.370197154283
2023-05-17,Pain Relievers,670,11774.215731872097
2023-05-18,Pain Relievers,595,6605.732848494133
2023-05-19,Pain Relievers,463,4594.578918936067
2023-05-20,Pain Relievers,656,4519.859954181704
2023-05-21,Pain Relievers,472,3750.648048373883
2023-05-22,Pain Relievers,690,8517.613182220033
2023-05-23,Pain Relievers,662,9712.320318367809
2023-05-24,Pain Relievers,529,5598.1947803841285
2023-05-25,Pain Relievers,348,5193.903095264367
2023-05-26,Pain Relievers,521,4052.8878273206747
2023-05-27,Pain Relievers,390,3580.0619192229633
2023-05-28,Pain Relievers,439,7632.306616026992
2023-05-29,Pain Relievers,446,4141.383627651356
2023-05-30,Pain Relievers,389,4130.489000119856
2023-05-31,Pain Relievers,522,8856.243622016516
2023-06-01,Pain Relievers,428,5714.559128158967
2023-06-02,Pain Relievers,476,8414.162879681688
2023-06-03,Pain Relievers,446,6730.795270419402
2023-06-04,Pain Relievers,548,4552.545045441019
2023-06-05,Pain Relievers,540,4722.318517195865
2023-06-06,Pain Relievers,469,4196.945082754209
2023-06-07,Pain Relievers,553,8988.454511872696
2023-06-08,Pain Relievers,622,4528.613134070509
2023-06-09,Pain Relievers,291,1864.334537111877
2023-06-10,Pain Relievers,441,5420.753159696723
2023-06-11,Pain Relievers,406,3480.3131208240907
2023-06-12,Pain Relievers,433,8065.282414456543
2023-06-13,Pain Relievers,276,4528.783159764868
2023-06-14,Pain Relievers,287,2100.0889382412056
2023-06-15,Pain Relievers,225,3139.5735805949644
2023-06-16,Pain Relievers,450,8997.014496940461
2023-06-17,Pain Relievers,447,7783.743215497485
2023-06-18,Pain Relievers,638,4823.679036900436
2023-06-19,Pain Relievers,514,7312.645673572651
2023-06-20,Pain Relievers,286,5336.498526849869
2023-06-21,Pain Relievers,550,3164.5048310396023
2023-06-22,Pain Relievers,892,4927.116574540274
2023-06-23,Pain Relievers,291,5118.022424089004
2023-06-24,Pain Relievers,672,4979.650213895399
2023-06-25,Pain Relievers,495,4238.278283885512
2023-06-26,Pain Relievers,457,2625.1065292377307
2023-06-27,Pain Relievers,443,6257.283077551643
2023-06-28,Pain Relievers,532,4902.777006331775
2023-06-29,Pain Relievers,458,7795.93248265169
2023-06-30,Pain Relievers,386,4200.221810277476
2023-07-01,Pain Relievers,446,7399.84079755938
2023-07-02,Pain Relievers,535,4576.389932375855
2023-07-03,Pain Relievers,568,10756.312990643575
2023-07-04,Pain Relievers,684,7393.929034426721
2023-07-05,Pain Relievers,509,8463.988335759837
2023-07-06,Pain Relievers,629,5356.805536108642
2023-07-07,Pain Relievers,480,9322.744736933608
2023-07-08,Pain Relievers,493,7403.883170052515
2023-07-09,Pain Relievers,488,6915.913634171838
2023-07-10,Pain Relievers,521,7907.477252206964
2023-07-11,Pain Relievers,586,11255.54925889318
2023-07-12,Pain Relievers,454,8295.86335150979
2023-07-13,Pain Relievers,411,3791.1628995812193
2023-07-14,Pain Relievers,595,11572.99085998089
2023-07-15,Pain Relievers,587,11652.908389794855
2023-07-16,Pain Relievers,647,6261.789924086954
2023-07-17,Pain Relievers,439,5110.825729140511
2023-07-18,Pain Relievers,477,4252.802205210338
2023-07-19,Pain Relievers,599,11400.328354044548
2023-07-20,Pain Relievers,453,3527.056224275236
2023-07-21,Pain Relievers,564,3342.8995774308232
2023-07-22,Pain Relievers,480,3064.9958024019256
2023-07-23,Pain Relievers,532,3860.76872262786
2023-07-24,Pain Relievers,385,7515.641102877986
2023-07-25,Pain Relievers,508,4419.538652437197
2023-07-26,Pain Relievers,200,2412.8807573042004
2023-07-27,Pain Relievers,620,10110.97316920219
2023-07-28,Pain Relievers,577,7886.647580367335
2023-07-29,Pain Relievers,405,4469.618025243319
2023-07-30,Pain Relievers,674,12313.173440001396
2023-07-31,Pain Relievers,613,5562.6671018178295
2023-08-01,Pain Relievers,389,3057.2083759894144
2023-08-02,Pain Relievers,447,5117.865840623705
2023-08-03,Pain Relievers,394,6880.909600935453
2023-08-04,Pain Relievers,535,6939.925686369175
2023-08-05,Pain Relievers,442,4119.07762194183
2023-08-06,Pain Relievers,308,4293.898633200974
2023-08-07,Pain Relievers,493,5673.275809514531
2023-08-08,Pain Relievers,591,6004.184891333883
2023-08-09,Pain Relievers,510,8157.450820253068
2023-08-10,Pain Relievers,554,9592.35225375586
2023-08-11,Pain Relievers,519,7006.021940579029
2023-08-12,Pain Relievers,573,6298.863953524705
2023-08-13,Pain Relievers,528,5228.214070393597
2023-08-14,Pain Relievers,487,6648.943169174375
2023-08-15,Pain Relievers,509,6087.500265504185
2023-08-16,Pain Relievers,651,3571.8102506507803
2023-08-17,Pain Relievers,560,8333.228165306986
2023-08-18,Pain Relievers,404,3065.4946942949537
2023-08-19,Pain Relievers,507,6854.444531088792
2023-08-20,Pain Relievers,533,9210.828134724985
2023-08-21,Pain Relievers,484,9560.697919289194
2023-08-22,Pain Relievers,309,1778.3700575029522
2023-08-23,Pain Relievers,413,2391.880772440238
2023-08-24,Pain Relievers,458,3846.203570868047
2023-08-25,Pain Relievers,688,9776.1735612764
2023-08-26,Pain Relievers,548,5692.695900197714
2023-08-27,Pain Relievers,345,5986.882772716163
2023-08-28,Pain Relievers,490,5028.520453612365
2023-08-29,Pain Relievers,632,6597.066871380217
2023-08-30,Pain Relievers,441,3587.927757070786
2023-08-31,Pain Relievers,603,3781.00605226215
2023-09-01,Pain Relievers,348,6129.543468303175
2023-09-02,Pain Relievers,216,1796.813376485247
2023-09-03,Pain Relievers,620,10759.699579965454
2023-09-04,Pain Relievers,453,4878.4322612757305
2023-09-05,Pain Relievers,313,5943.345154178671
2023-09-06,Pain Relievers,461,3125.4216401030276
2023-09-07,Pain Relievers,519,6733.289208666202
2023-09-08,Pain Relievers,544,2986.497936001486
2023-09-09,Pain Relievers,251,1861.9888270863364
2023-09-10,Pain Relievers,434,6443.226518789276
2023-09-11,Pain Relievers,505,7939.25606906289
2023-09-12,Pain Relievers,544,3278.5556929386967
2023-09-13,Pain Relievers,403,5719.3508258182055
2023-09-14,Pain Relievers,479,9137.9943067687
2023-09-15,Pain Relievers,441,4551.116945976323
2023-09-16,Pain Relievers,522,6921.6942610218675
2023-09-17,Pain Relievers,615,10590.34001844965
2023-09-18,Pain Relievers,466,6606.698830521518
2023-09-19,Pain Relievers,362,2384.8975478972925
2023-09-20,Pain Relievers,429,4428.766593235975
2023-09-21,Pain Relievers,673,10009.123426284004
2023-09-22,Pain Relievers,414,2505.3715471722057
2023-09-23,Pain Relievers,379,2786.4802297260403
2023-09-24,Pain Relievers,460,8008.384833186997
2023-09-25,Pain Relievers,490,3686.2968698839086
2023-09-26,Pain Relievers,447,8130.909096124168
2023-09-27,Pain Relievers,348,4362.670439008485
2023-09-28,Pain Relievers,532,8497.261150430864
2023-09-29,Pain Relievers,522,7541.4957242237615
2023-09-30,Pain Relievers,569,6286.402754223927
2023-10-01,Pain Relievers,520,7884.016955580697
2023-10-02,Pain Relievers,663,7576.013853776271
2023-10-03,Pain Relievers,577,4152.405800897373
2023-10-04,Pain Relievers,555,9709.13988215545
2023-10-05,Pain Relievers,620,7111.1058689714355
2023-10-06,Pain Relievers,514,5492.4021423032
2023-10-07,Pain Relievers,481,8495.991926939521
2023-10-08,Pain Relievers,530,6497.963551449762
2023-10-09,Pain Relievers,304,4133.072434822711
2023-10-10,Pain Relievers,514,5077.3783232895885
2023-10-11,Pain Relievers,490,7803.525779396398
2023-10-12,Pain Relievers,541,5511.216488600599
2023-10-13,Pain Relievers,604,11597.6115769117
2023-10-14,Pain Relievers,558,6139.776748861755
2023-10-15,Pain Relievers,429,8517.788374912127
2023-10-16,Pain Relievers,585,3151.128229157181
2023-10-17,Pain Relievers,664,10172.933748458323
2023-10-18,Pain Relievers,607,4131.128904874656
2023-10-19,Pain Relievers,370,3555.051114468053
2023-10-20,Pain Relievers,557,7350.661116138479
2023-10-21,Pain Relievers,383,2897.0296319077734
2023-10-22,Pain Relievers,471,5309.192928370179
2023-10-23,Pain Relievers,538,3368.9102344332196
2023-10-24,Pain Relievers,525,5720.693272030283
2023-10-25,Pain Relievers,604,4496.953171162869
2023-10-26,Pain Relievers,665,5657.283010103315
2023-10-27,Pain Relievers,549,10374.429376169182
2023-10-28,Pain Relievers,464,5240.6065843354
2023-10-29,Pain Relievers,309,1677.8040018224287
2023-10-30,Pain Relievers,631,8675.48389323835
2023-10-31,Pain Relievers,491,6788.214107540924
2023-11-01,Pain Relievers,595,6524.333398815013
2023-11-02,Pain Relievers,604,5513.666980195295
2023-11-03,Pain Relievers,653,10213.953679089782
2023-11-04,Pain Relievers,656,6967.264189792584
2023-11-05,Pain Relievers,567,7511.632126411626
2023-11-06,Pain Relievers,588,10281.446419809976
2023-11-07,Pain Relievers,527,9003.653806397218
2023-11-08,Pain Relievers,515,8888.683536847255
2023-11-09,Pain Relievers,514,9743.371819505499
2023-11-10,Pain Relievers,586,5896.223112095573
2023-11-11,Pain Relievers,492,8885.680801275901
2023-11-12,Pain Relievers,251,2514.0204388926386
2023-11-13,Pain Relievers,555,6059.8145250300395
2023-11-14,Pain Relievers,451,6124.552116588505
2023-11-15,Pain Relievers,613,10470.950267913375
2023-11-16,Pain Relievers,527,3814.8170583063516
2023-11-17,Pain Relievers,654,5900.7905475776
2023-11-18,Pain Relievers,461,7005.106254402583
2023-11-19,Pain Relievers,389,2275.7303216876494
2023-11-20,Pain Relievers,588,9088.983764656989
2023-11-21,Pain Relievers,550,4345.841579390981
2023-11-22,Pain Relievers,441,8066.45960980141
2023-11-23,Pain Relievers,693,12775.69697065148
2023-11-24,Pain Relievers,479,5350.219039295871
2023-11-25,Pain Relievers,509,4381.458652850435
2023-11-26,Pain Relievers,717,10824.105867950138
2023-11-27,Pain Relievers,661,11478.434684477299
2023-11-28,Pain Relievers,467,7504.346386520132
2023-11-29,Pain Relievers,560,5827.9858431890525
2023-11-30,Pain Relievers,456,2835.6107020776412
2023-12-01,Pain Relievers,707,14061.329941147731
2023-12-02,Pain Relievers,707,12720.006888731938
2023-12-03,Pain Relievers,819,7650.76452309541
2023-12-04,Pain Relievers,873,9749.539281510986
2023-12-05,Pain Relievers,525,5991.45582596086
2023-12-06,Pain Relievers,685,12164.653275355317
2023-12-07,Pain Relievers,374,3000.5742006154155
2023-12-08,Pain Relievers,622,10791.13907430468
2023-12-09,Pain Relievers,651,8686.202113532065
2023-12-10,Pain Relievers,485,7993.018472067246
2023-12-11,Pain Relievers,518,4556.014668950368
2023-12-12,Pain Relievers,708,6984.377987473122
2023-12-13,Pain Relievers,654,9906.30558279713
2023-12-14,Pain Relievers,800,12190.389514452658
2023-12-15,Pain Relievers,782,10658.963100804325
2023-12-16,Pain Relievers,401,6628.01670544291
2023-12-17,Pain Relievers,537,4507.624423675665
2023-12-18,Pain Relievers,473,6801.71755582685
2023-12-19,Pain Relievers,690,11182.260064785449
2023-12-20,Pain Relievers,634,11248.235323206745
2023-12-21,Pain Relievers,481,2729.652065213587
2023-12-22,Pain Relievers,498,6064.606923298834
2023-12-23,Pain Relievers,749,14180.73704251493
2023-12-24,Pain Relievers,549,2857.6746855542087
2023-12-25,Pain Relievers,356,2215.7371648258368
2023-12-26,Pain Relievers,471,6227.6458572734755
2023-12-27,Pain Relievers,829,6316.737756620858
2023-12-28,Pain Relievers,720,14025.269415208319
2023-12-29,Pain Relievers,449,2584.5569702108787
2023-12-30,Pain Relievers,622,8371.369557829968
2023-12-31,Pain Relievers,712,8902.97475601888
2019-01-01,Vitamins,299,5608.947278600898
2019-01-02,Vitamins,545,6048.877642913686
2019-01-03,Vitamins,489,4596.747346269807
2019-01-04,Vitamins,384,4946.708970369944
2019-01-05,Vitamins,504,8508.965432700672
2019-01-06,Vitamins,476,7209.21802461125
2019-01-07,Vitamins,483,4558.2455863624045
2019-01-08,Vitamins,463,2322.7234941925212
2019-01-09,Vitamins,370,5523.18194738269
2019-01-10,Vitamins,385,5584.68448864593
2019-01-11,Vitamins,428,6818.755109573157
2019-01-12,Vitamins,454,4473.242109026198
2019-01-13,Vitamins,509,5161.75061564207
2019-01-14,Vitamins,624,4379.633860094448
2019-01-15,Vitamins,470,3079.2105097664075
2019-01-16,Vitamins,508,5603.447392688394
2019-01-17,Vitamins,529,3583.064767879788
2019-01-18,Vitamins,514,2570.2368422978984
2019-01-19,Vitamins,367,3235.9197305585226
2019-01-20,Vitamins,571,2965.4668287472855
2019-01-21,Vitamins,555,10747.283455219294
2019-01-22,Vitamins,462,6230.612507750094
2019-01-23,Vitamins,372,4922.7102326077065
2019-01-24,Vitamins,452,4836.258155385375
2019-01-25,Vitamins,309,2658.7864371924497
2019-01-26,Vitamins,585,3758.3202901290038
2019-01-27,Vitamins,393,3007.807525107385
2019-01-28,Vitamins,424,8399.457968565912
2019-01-29,Vitamins,577,10446.1683662206
2019-01-30,Vitamins,226,4504.978572663432
2019-01-31,Vitamins,564,5585.921065888272
2019-02-01,Vitamins,320,3067.570995746997
2019-02-02,Vitamins,400,6093.150135530593
2019-02-03,Vitamins,243,2364.0477392972484
2019-02-04,Vitamins,320,2215.9641385060695
2019-02-05,Vitamins,243,3323.6051924959083
2019-02-06,Vitamins,366,5966.561887521186
2019-02-07,Vitamins,363,6567.719550425044
2019-02-08,Vitamins,405,5786.474367347459
2019-02-09,Vitamins,299,2332.080129992606
2019-02-10,Vitamins,425,7543.490731957935
2019-02-11,Vitamins,239,1898.5408943916038
2019-02-12,Vitamins,296,4079.9029558422603
2019-02-13,Vitamins,241,3162.0685315803894
2019-02-14,Vitamins,311,4094.368900814108
2019-02-15,Vitamins,245,2083.997410735035
2019-02-16,Vitamins,366,2058.2684895578
2019-02-17,Vitamins,328,4090.7993222563687
2019-02-18,Vitamins,234,2250.2758775789534
2019-02-19,Vitamins,350,4971.598990694265
2019-02-20,Vitamins,395,4136.573135981207
2019-02-21,Vitamins,334,4881.237295774777
2019-02-22,Vitamins,218,3384.684155578631
2019-02-23,Vitamins,291,3883.968142027608
2019-02-24,Vitamins,342,1817.3920244511414
2019-02-25,Vitamins,285,2774.9302215915955
2019-02-26,Vitamins,238,3602.1165608792508
2019-02-27,Vitamins,373,4080.2687805663395
2019-02-28,Vitamins,282,3153.9432487279455
2019-03-01,Vitamins,395,7513.274749268183
2019-03-02,Vitamins,268,3689.863315303022
2019-03-03,Vitamins,279,5451.611784409289
2019-03-04,Vitamins,264,2663.648858545887
2019-03-05,Vitamins,290,3650.802696290079
2019-03-06,Vitamins,327,6528.960753095034
2019-03-07,Vitamins,241,2838.0382056729195
2019-03-08,Vitamins,230,1547.2543154634438
2019-03-09,Vitamins,198,3613.3225962358847
2019-03-10,Vitamins,192,2859.907986039766
2019-03-11,Vitamins,218,2535.449286444774
2019-03-12,Vitamins,268,4611.167841763354
2019-03-13,Vitamins,310,5923.343380889221
2019-03-14,Vitamins,324,2355.961047838022
2019-03-15,Vitamins,307,3733.5015525570284
2019-03-16,Vitamins,387,4265.485627611896
2019-03-17,Vitamins,408,4109.07658532152
2019-03-18,Vitamins,283,2105.4951601227845
2019-03-19,Vitamins,242,3875.747405666752
2019-03-20,Vitamins,429,7755.760549340053
2019-03-21,Vitamins,371,5065.9026731044
2019-03-22,Vitamins,366,4796.1311235989415
2019-03-23,Vitamins,266,1646.328335678455
2019-03-24,Vitamins,351,3841.5859732481313
2019-03-25,Vitamins,308,2909.025204777076
2019-03-26,Vitamins,295,3390.013818212549
2019-03-27,Vitamins,295,4110.883221914768
2019-03-28,Vitamins,330,5750.771421148005
2019-03-29,Vitamins,389,2412.889725998681
2019-03-30,Vitamins,436,7599.390006013611
2019-03-31,Vitamins,275,4606.811935203229
2019-04-01,Vitamins,311,2135.0733502750104
2019-04-02,Vitamins,294,5329.339258119281
2019-04-03,Vitamins,326,4469.355154698111
2019-04-04,Vitamins,148,2817.780691111802
2019-04-05,Vitamins,286,4903.505905580665
2019-04-06,Vitamins,422,8126.872756641408
2019-04-07,Vitamins,259,3003.8391602882484
2019-04-08,Vitamins,275,4031.320890221406
2019-04-09,Vitamins,266,3721.849947238279
2019-04-10,Vitamins,291,5393.990300223096
2019-04-11,Vitamins,222,2583.782561956275
2019-04-12,Vitamins,268,1534.4180984160992
2019-04-13,Vitamins,325,4491.502259219438
2019-04-14,Vitamins,325,3346.376583574649
2019-04-15,Vitamins,315,5477.5301578988265
2019-04-16,Vitamins,383,5542.730763389453
2019-04-17,Vitamins,327,3666.361939597843
2019-04-18,Vitamins,380,7360.291401578985
2019-04-19,Vitamins,436,3621.98916177246
2019-04-20,Vitamins,353,5077.820930017429
2019-04-21,Vitamins,222,1308.4250341859686
2019-04-22,Vitamins,317,4458.728565243737
2019-04-23,Vitamins,308,2587.689528976763
2019-04-24,Vitamins,395,5924.142711906232
2019-04-25,Vitamins,293,2182.9969031610567
2019-04-26,Vitamins,251,1949.4883272404606
2019-04-27,Vitamins,271,1562.9255858469162
2019-04-28,Vitamins,224,2456.58596152177
2019-04-29,Vitamins,124,1331.9784267496555
2019-04-30,Vitamins,423,7439.385228208926
2019-05-01,Vitamins,301,1785.1169975588425
2019-05-02,Vitamins,229,1389.41975694562
2019-05-03,Vitamins,401,7286.371579759409
2019-05-04,Vitamins,413,5521.027420714154
2019-05-05,Vitamins,310,4551.9106436375405
2019-05-06,Vitamins,219,1244.747243861377
2019-05-07,Vitamins,272,2053.1392587337536
2019-05-08,Vitamins,286,1974.5915350088328
2019-05-09,Vitamins,303,2632.3766261325045
2019-05-10,Vitamins,236,2447.814596513171
2019-05-11,Vitamins,358,2202.1907923425233
2019-05-12,Vitamins,173,875.8664162145508
2019-05-13,Vitamins,369,4118.716063347851
2019-05-14,Vitamins,383,4728.005216804027
2019-05-15,Vitamins,278,2788.4995979268183
2019-05-16,Vitamins,296,2266.2452139639668
2019-05-17,Vitamins,391,3804.6083542557794
2019-05-18,Vitamins,339,3694.1531534770675
2019-05-19,Vitamins,280,2151.932877254652
2019-05-20,Vitamins,287,4868.297965001371
2019-05-21,Vitamins,330,4001.694870690502
2019-05-22,Vitamins,416,7835.989930014216
2019-05-23,Vitamins,289,2961.9805952290453
2019-05-24,Vitamins,278,4652.715636927325
2019-05-25,Vitamins,302,2527.6980113172026
2019-05-26,Vitamins,303,3329.9665770054667
2019-05-27,Vitamins,319,2460.5677480980285
2019-05-28,Vitamins,296,5028.261391705232
2019-05-29,Vitamins,373,4214.961569034233
2019-05-30,Vitamins,247,3377.822922346781
2019-05-31,Vitamins,326,5866.809367509134
2019-06-01,Vitamins,328,1933.3172406957224
2019-06-02,Vitamins,252,2831.7941871095936
2019-06-03,Vitamins,325,4299.368523391607
2019-06-04,Vitamins,330,6582.805228553165
2019-06-05,Vitamins,150,1054.2389558539232
2019-06-06,Vitamins,242,1692.8255700336033
2019-06-07,Vitamins,397,2930.277425894013
2019-06-08,Vitamins,265,3985.1456439513454
2019-06-09,Vitamins,229,2806.8617244213233
2019-06-10,Vitamins,190,2642.2748010388386
2019-06-11,Vitamins,236,3217.6007373858906
2019-06-12,Vitamins,293,3897.50845644229
2019-06-13,Vitamins,225,3049.718418218443
2019-06-14,Vitamins,340,1828.515383587455
2019-06-15,Vitamins,251,2590.9419361200075
2019-06-16,Vitamins,319,2844.6622395644663
2019-06-17,Vitamins,387,5969.202857786392
2019-06-18,Vitamins,382,6121.694316867688
2019-06-19,Vitamins,318,4500.214788112839
2019-06-20,Vitamins,233,2078.3588975094162
2019-06-21,Vitamins,297,3352.0881518456154
2019-06-22,Vitamins,320,2983.2857246057415
2019-06-23,Vitamins,450,2293.634415080546
2019-06-24,Vitamins,189,3027.6145325143666
2019-06-25,Vitamins,298,1597.0398057590612
2019-06-26,Vitamins,338,2574.2549842553026
2019-06-27,Vitamins,307,3706.9459049064917
2019-06-28,Vitamins,313,4149.7462403992795
2019-06-29,Vitamins,254,2822.062647250891
2019-06-30,Vitamins,357,2836.1559888757643
2019-07-01,Vitamins,303,1617.5557057008032
2019-07-02,Vitamins,313,5746.64144839335
2019-07-03,Vitamins,364,5079.320919835923
2019-07-04,Vitamins,282,4581.9075093493775
2019-07-05,Vitamins,378,7066.9451172654835
2019-07-06,Vitamins,223,2014.1280222760129
2019-07-07,Vitamins,317,2529.5549631471645
2019-07-08,Vitamins,251,3345.0787071257546
2019-07-09,Vitamins,236,3261.490368301968
2019-07-10,Vitamins,415,2582.8039119307527
2019-07-11,Vitamins,226,1427.6021236271624
2019-07-12,Vitamins,304,2495.81573486431
2019-07-13,Vitamins,222,2053.3370636302825
2019-07-14,Vitamins,374,1947.7665824711453
2019-07-15,Vitamins,276,4068.4283157796167
2019-07-16,Vitamins,364,6912.83104726931
2019-07-17,Vitamins,336,1781.4947587044207
2019-07-18,Vitamins,438,6546.088728461078
2019-07-19,Vitamins,211,3204.2458032286922
2019-07-20,Vitamins,241,4385.304934294052
2019-07-21,Vitamins,360,2065.792938520113
2019-07-22,Vitamins,320,2829.7192693089037
2019-07-23,Vitamins,286,2376.5930457773006
2019-07-24,Vitamins,422,3623.290211194938
2019-07-25,Vitamins,300,4911.181894550474
2019-07-26,Vitamins,253,2823.5405922740238
2019-07-27,Vitamins,364,2964.908914768897
2019-07-28,Vitamins,302,5743.483779641285
2019-07-29,Vitamins,306,2922.539645257721
2019-07-30,Vitamins,341,5242.81865929736
2019-07-31,Vitamins,344,6702.697112376691
2019-08-01,Vitamins,240,3618.1518932786184
2019-08-02,Vitamins,282,4494.980456018582
2019-08-03,Vitamins,217,2727.004090133752
2019-08-04,Vitamins,321,3108.193581580358
2019-08-05,Vitamins,413,6681.605330969719
2019-08-06,Vitamins,243,2061.4589983353953
2019-08-07,Vitamins,207,1651.7511610411036
2019-08-08,Vitamins,262,4388.711774583645
2019-08-09,Vitamins,285,4636.717401697853
2019-08-10,Vitamins,344,6348.495693120361
2019-08-11,Vitamins,279,5397.081524133418
2019-08-12,Vitamins,322,3429.3472072743034
2019-08-13,Vitamins,270,3319.0032991247763
2019-08-14,Vitamins,289,1917.574023803426
2019-08-15,Vitamins,251,4300.231107946191
2019-08-16,Vitamins,233,4224.832833133659
2019-08-17,Vitamins,346,6179.028564949215
2019-08-18,Vitamins,274,4512.71540608183
2019-08-19,Vitamins,326,6251.167675798982
2019-08-20,Vitamins,250,3809.526795376839
2019-08-21,Vitamins,300,4405.762695079741
2019-08-22,Vitamins,174,2202.5887667813945
2019-08-23,Vitamins,278,4735.991447408647
2019-08-24,Vitamins,256,4587.8452970067865
2019-08-25,Vitamins,371,6038.906937248931
2019-08-26,Vitamins,224,3848.139348383288
2019-08-27,Vitamins,291,5202.380674117536
2019-08-28,Vitamins,320,2232.0971364937936
2019-08-29,Vitamins,361,5474.87135110515
2019-08-30,Vitamins,352,3092.221806793608
2019-08-31,Vitamins,296,1718.1384743524889
